Invoice_ID,Branch	,City	,Year,	Month,	Customer_type,	Gender,	Product_line,	Unit_price,	Quantity,	Tax, 	Total,Payment,	cost_of_good_sold	,gross_margin_percentage,	gross_income,Rating
401-18-8016,B,Mandalay,2019,January,Member,Female,Sports and travel,98,1,5,103,Cash,98,5,5,9
420-18-8989,A,Yangon,2019,February,Member,Female,Sports and travel,52,8,21,433,Cash,412,5,21,10
277-63-2961,B,Mandalay,2019,February,Member,Male,Sports and travel,74,1,4,78,Credit card,74,5,4,5
573-98-8548,C,Naypyitaw,2019,January,Member,Female,Fashion accessories,32,1,2,33,Ewallet,32,5,2,9
620-02-2046,C,Naypyitaw,2019,January,Normal,Male,Home and lifestyle,69,2,7,146,Ewallet,139,5,7,9
282-35-2475,B,Mandalay,2019,March,Normal,Female,Sports and travel,93,2,9,196,Cash,187,5,9,6
511-54-3087,B,Mandalay,2019,February,Normal,Male,Sports and travel,89,1,4,93,Credit card,88,5,4,10
726-29-6793,A,Yangon,2019,January,Member,Male,Electronic accessories,24,8,10,203,Ewallet,193,5,10,10
387-49-4215,B,Mandalay,2019,January,Member,Female,Sports and travel,49,3,7,153,Cash,146,5,7,7
862-17-9201,B,Mandalay,2019,January,Normal,Female,Food and beverages,84,6,25,530,Credit card,504,5,25,8
291-21-5991,B,Mandalay,2019,March,Member,Male,Health and beauty,61,5,15,322,Cash,306,5,15,7
602-80-9671,C,Naypyitaw,2019,February,Member,Female,Home and lifestyle,16,6,5,100,Credit card,96,5,5,5
347-72-6115,B,Mandalay,2019,January,Member,Female,Sports and travel,91,7,32,667,Credit card,635,5,32,6
209-61-0206,A,Yangon,2019,January,Normal,Female,Home and lifestyle,43,5,11,225,Ewallet,215,5,11,6
595-27-4851,A,Yangon,2019,January,Normal,Female,Fashion accessories,54,7,19,399,Ewallet,380,5,19,9
189-52-0236,A,Yangon,2019,March,Normal,Male,Electronic accessories,100,7,35,732,Cash,697,5,35,8
503-07-0930,C,Naypyitaw,2019,February,Member,Male,Sports and travel,58,7,20,429,Credit card,409,5,20,8
413-20-6708,C,Naypyitaw,2019,March,Member,Female,Fashion accessories,52,1,3,54,Ewallet,51,5,3,9
425-85-2085,B,Mandalay,2019,March,Member,Male,Health and beauty,55,5,14,288,Ewallet,274,5,14,10
521-18-7827,C,Naypyitaw,2019,January,Member,Male,Home and lifestyle,39,5,10,207,Credit card,197,5,10,9
220-28-1851,A,Yangon,2019,March,Normal,Male,Home and lifestyle,35,2,4,73,Ewallet,69,5,3,10
600-38-9738,C,Naypyitaw,2019,January,Member,Male,Sports and travel,72,5,18,378,Credit card,360,5,18,4
734-91-1155,B,Mandalay,2019,March,Normal,Female,Electronic accessories,46,3,7,144,Credit card,137,5,7,8
451-28-5717,C,Naypyitaw,2019,March,Member,Female,Home and lifestyle,83,6,25,524,Cash,499,5,25,7
609-81-8548,A,Yangon,2019,February,Member,Female,Home and lifestyle,37,6,11,236,Credit card,225,5,11,6
133-14-7229,C,Naypyitaw,2019,January,Normal,Male,Health and beauty,63,2,6,132,Cash,126,5,6,5
534-01-4457,A,Yangon,2019,January,Normal,Male,Food and beverages,82,6,25,515,Credit card,490,5,25,8
719-89-8991,A,Yangon,2019,February,Member,Female,Sports and travel,91,5,23,480,Ewallet,457,5,23,7
286-62-6248,B,Mandalay,2019,January,Normal,Male,Fashion accessories,39,4,8,165,Credit card,157,5,8,9
339-38-9982,B,Mandalay,2019,January,Member,Male,Fashion accessories,60,2,6,126,Ewallet,120,5,6,7
827-44-5872,B,Mandalay,2019,February,Member,Female,Food and beverages,54,10,27,571,Credit card,544,5,27,6
827-77-7633,A,Yangon,2019,February,Normal,Male,Sports and travel,98,9,44,927,Cash,883,5,44,9
287-83-1405,A,Yangon,2019,February,Normal,Male,Health and beauty,25,6,8,160,Ewallet,153,5,8,7
435-13-4908,A,Yangon,2019,January,Member,Male,Fashion accessories,87,8,35,728,Credit card,693,5,35,7
857-67-9057,B,Mandalay,2019,February,Normal,Male,Electronic accessories,23,10,12,241,Ewallet,230,5,11,8
236-27-1144,C,Naypyitaw,2019,March,Normal,Female,Food and beverages,16,9,7,154,Ewallet,147,5,7,8
892-05-6689,A,Yangon,2019,March,Normal,Female,Home and lifestyle,28,5,7,149,Ewallet,142,5,7,6
583-41-4548,C,Naypyitaw,2019,February,Normal,Male,Home and lifestyle,17,7,6,123,Ewallet,117,5,6,7
339-12-4827,B,Mandalay,2019,January,Member,Female,Fashion accessories,74,1,4,78,Credit card,74,5,4,5
643-38-7867,A,Yangon,2019,March,Normal,Male,Home and lifestyle,98,1,5,103,Ewallet,98,5,5,7
308-81-0538,A,Yangon,2019,February,Normal,Female,Fashion accessories,73,4,15,307,Credit card,292,5,15,5
358-88-9262,C,Naypyitaw,2019,February,Member,Female,Food and beverages,88,6,26,551,Ewallet,525,5,26,5
460-35-4390,A,Yangon,2019,January,Normal,Male,Home and lifestyle,31,3,5,97,Ewallet,92,5,5,9
343-87-0864,C,Naypyitaw,2019,January,Member,Male,Health and beauty,76,1,4,80,Credit card,76,5,4,7
173-50-1108,B,Mandalay,2019,February,Member,Female,Sports and travel,20,4,4,85,Credit card,81,5,4,5
243-47-2663,C,Naypyitaw,2019,January,Member,Male,Electronic accessories,19,6,6,118,Credit card,113,5,6,6
841-18-8232,B,Mandalay,2019,January,Normal,Female,Food and beverages,71,1,4,75,Credit card,71,5,4,9
701-23-5550,B,Mandalay,2019,March,Member,Male,Home and lifestyle,39,4,8,163,Ewallet,155,5,8,5
647-50-1224,A,Yangon,2019,January,Normal,Female,Fashion accessories,29,10,15,309,Ewallet,294,5,15,9
541-48-8554,A,Yangon,2019,January,Normal,Male,Sports and travel,61,9,27,576,Credit card,549,5,27,6
539-21-7227,B,Mandalay,2019,January,Normal,Female,Sports and travel,52,5,13,271,Cash,258,5,13,4
213-32-1216,A,Yangon,2019,January,Normal,Female,Electronic accessories,66,6,20,416,Cash,396,5,20,7
747-58-7183,B,Mandalay,2019,February,Normal,Male,Fashion accessories,57,3,9,180,Ewallet,172,5,9,7
582-52-8065,B,Mandalay,2019,February,Normal,Female,Fashion accessories,54,9,24,513,Cash,489,5,24,9
210-57-1719,B,Mandalay,2019,February,Normal,Female,Health and beauty,58,9,26,550,Cash,524,5,26,10
399-69-4630,C,Naypyitaw,2019,March,Normal,Male,Electronic accessories,22,6,7,140,Credit card,133,5,7,9
134-75-2619,A,Yangon,2019,March,Member,Male,Electronic accessories,19,7,7,142,Cash,135,5,7,7
356-44-8813,B,Mandalay,2019,January,Normal,Male,Home and lifestyle,38,3,6,118,Credit card,112,5,6,8
198-66-9832,B,Mandalay,2019,February,Member,Female,Fashion accessories,72,2,7,151,Cash,144,5,7,10
283-26-5248,C,Naypyitaw,2019,January,Member,Female,Food and beverages,99,10,49,1034,Ewallet,985,5,49,5
712-39-0363,A,Yangon,2019,January,Member,Male,Food and beverages,42,6,13,262,Ewallet,250,5,13,6
218-59-9410,A,Yangon,2019,March,Member,Female,Home and lifestyle,72,3,11,228,Ewallet,217,5,11,8
174-75-0888,B,Mandalay,2019,March,Normal,Male,Electronic accessories,22,9,10,204,Cash,194,5,10,7
866-99-7614,C,Naypyitaw,2019,February,Normal,Male,Food and beverages,89,10,45,937,Credit card,892,5,45,4
134-54-4720,B,Mandalay,2019,January,Normal,Female,Electronic accessories,42,8,17,356,Ewallet,339,5,17,6
760-90-2357,A,Yangon,2019,March,Member,Male,Electronic accessories,75,6,22,469,Ewallet,447,5,22,5
514-37-2845,B,Mandalay,2019,March,Normal,Male,Fashion accessories,99,2,10,208,Cash,199,5,10,9
698-98-5964,A,Yangon,2019,January,Normal,Female,Food and beverages,81,10,41,853,Credit card,812,5,41,6
718-57-9773,C,Naypyitaw,2019,February,Normal,Female,Sports and travel,49,10,25,518,Credit card,493,5,25,9
651-88-7328,A,Yangon,2019,January,Normal,Female,Fashion accessories,66,9,30,621,Cash,592,5,30,8
241-11-2261,B,Mandalay,2019,January,Normal,Female,Fashion accessories,80,7,28,587,Credit card,559,5,28,6
408-26-9866,C,Naypyitaw,2019,March,Normal,Female,Sports and travel,74,7,26,544,Ewallet,518,5,26,4
834-83-1826,B,Mandalay,2019,February,Member,Female,Home and lifestyle,82,5,21,431,Credit card,410,5,21,8
343-61-3544,B,Mandalay,2019,January,Member,Male,Sports and travel,27,10,13,280,Cash,267,5,13,9
239-48-4278,A,Yangon,2019,March,Member,Male,Food and beverages,10,7,4,74,Ewallet,71,5,4,8
355-34-6244,B,Mandalay,2019,January,Normal,Male,Food and beverages,72,2,7,152,Credit card,145,5,7,8
550-84-8664,A,Yangon,2019,March,Normal,Male,Sports and travel,86,5,22,451,Credit card,430,5,21,9
339-96-8318,B,Mandalay,2019,March,Member,Male,Fashion accessories,81,7,29,598,Ewallet,569,5,28,6
458-61-0011,B,Mandalay,2019,February,Normal,Male,Food and beverages,60,4,12,253,Cash,241,5,12,6
592-34-6155,C,Naypyitaw,2019,January,Normal,Male,Food and beverages,32,4,6,133,Ewallet,127,5,6,6
797-88-0493,A,Yangon,2019,March,Normal,Female,Health and beauty,64,4,13,270,Cash,257,5,13,8
207-73-1363,B,Mandalay,2019,March,Normal,Male,Health and beauty,70,2,7,146,Ewallet,139,5,7,8
390-31-6381,C,Naypyitaw,2019,January,Normal,Male,Food and beverages,27,3,4,86,Cash,82,5,4,7
443-82-0585,A,Yangon,2019,February,Member,Female,Health and beauty,78,4,16,326,Cash,311,5,16,8
339-18-7061,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,93,2,9,195,Credit card,186,5,9,8
359-90-3665,B,Mandalay,2019,January,Member,Female,Fashion accessories,18,4,4,76,Credit card,72,5,4,10
375-72-3056,B,Mandalay,2019,January,Normal,Male,Sports and travel,63,3,10,199,Ewallet,189,5,9,7
127-47-6963,A,Yangon,2019,March,Normal,Male,Health and beauty,52,4,10,217,Credit card,207,5,10,10
278-86-2735,A,Yangon,2019,March,Normal,Female,Food and beverages,52,3,8,165,Cash,157,5,8,9
695-28-6250,A,Yangon,2019,February,Normal,Female,Sports and travel,43,5,11,226,Ewallet,215,5,11,8
379-17-6588,C,Naypyitaw,2019,March,Normal,Male,Fashion accessories,60,10,30,626,Cash,596,5,30,5
227-50-3718,A,Yangon,2019,March,Normal,Male,Health and beauty,15,5,4,77,Cash,73,5,4,4
302-15-2162,C,Naypyitaw,2019,March,Member,Male,Health and beauty,47,6,14,293,Credit card,279,5,14,4
788-07-8452,C,Naypyitaw,2019,January,Member,Female,Home and lifestyle,24,7,9,178,Ewallet,170,5,8,9
560-49-6611,A,Yangon,2019,February,Member,Female,Sports and travel,46,1,2,48,Cash,46,5,2,10
880-35-0356,A,Yangon,2019,February,Member,Female,Sports and travel,75,3,11,237,Ewallet,226,5,11,5
585-11-6748,B,Mandalay,2019,March,Member,Male,Sports and travel,97,3,15,305,Cash,290,5,15,5
470-31-3286,B,Mandalay,2019,March,Normal,Male,Health and beauty,15,3,2,47,Credit card,44,5,2,9
152-68-2907,A,Yangon,2019,February,Normal,Male,Food and beverages,52,3,8,164,Credit card,157,5,8,10
123-35-4896,C,Naypyitaw,2019,February,Normal,Female,Sports and travel,47,9,21,441,Ewallet,420,5,21,5
258-69-7810,C,Naypyitaw,2019,January,Normal,Female,Fashion accessories,37,5,9,193,Cash,184,5,9,9
334-64-2006,A,Yangon,2019,March,Member,Female,Home and lifestyle,70,2,7,148,Ewallet,141,5,7,10
219-61-4139,C,Naypyitaw,2019,January,Normal,Male,Electronic accessories,83,1,4,87,Ewallet,83,5,4,6
881-41-7302,C,Naypyitaw,2019,January,Normal,Female,Fashion accessories,65,1,3,68,Credit card,65,5,3,5
373-09-4567,C,Naypyitaw,2019,March,Normal,Male,Food and beverages,78,10,39,814,Ewallet,776,5,39,7
642-30-6693,B,Mandalay,2019,March,Normal,Female,Sports and travel,55,6,16,343,Ewallet,327,5,16,8
484-22-8230,C,Naypyitaw,2019,January,Member,Female,Fashion accessories,52,7,18,381,Cash,363,5,18,5
830-58-2383,B,Mandalay,2019,February,Normal,Male,Home and lifestyle,32,4,6,133,Cash,127,5,6,9
559-98-9873,A,Yangon,2019,February,Member,Female,Fashion accessories,54,7,19,394,Ewallet,376,5,19,5
544-32-5024,C,Naypyitaw,2019,March,Member,Female,Food and beverages,50,4,10,209,Credit card,199,5,10,6
318-12-0304,A,Yangon,2019,January,Normal,Male,Fashion accessories,31,1,2,32,Ewallet,31,5,2,5
349-97-8902,B,Mandalay,2019,January,Member,Male,Food and beverages,58,2,6,122,Ewallet,116,5,6,9
421-95-9805,A,Yangon,2019,February,Normal,Female,Electronic accessories,29,1,1,30,Credit card,29,5,1,6
277-35-5865,C,Naypyitaw,2019,March,Member,Female,Food and beverages,99,9,45,935,Cash,891,5,45,7
789-23-8625,B,Mandalay,2019,January,Member,Male,Fashion accessories,93,3,14,294,Cash,280,5,14,7
284-54-4231,C,Naypyitaw,2019,January,Member,Male,Sports and travel,81,1,4,85,Credit card,81,5,4,9
443-59-0061,A,Yangon,2019,February,Member,Male,Food and beverages,68,10,34,708,Ewallet,675,5,34,4
509-29-3912,A,Yangon,2019,March,Member,Female,Sports and travel,39,9,17,366,Ewallet,348,5,17,4
327-40-9673,B,Mandalay,2019,January,Member,Male,Sports and travel,73,6,22,457,Cash,436,5,22,7
840-19-2096,C,Naypyitaw,2019,March,Member,Male,Electronic accessories,88,5,22,462,Ewallet,440,5,22,4
828-46-6863,A,Yangon,2019,January,Member,Male,Food and beverages,99,6,30,621,Credit card,591,5,30,4
641-96-3695,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,44,6,13,274,Ewallet,261,5,13,9
420-97-3340,A,Yangon,2019,March,Normal,Female,Food and beverages,72,3,11,226,Credit card,215,5,11,9
436-54-4512,A,Yangon,2019,March,Member,Female,Food and beverages,92,1,5,96,Cash,92,5,5,10
670-79-6321,B,Mandalay,2019,January,Member,Female,Home and lifestyle,95,7,33,695,Credit card,662,5,33,5
852-62-7105,B,Mandalay,2019,January,Normal,Female,Fashion accessories,83,10,42,874,Credit card,833,5,42,4
598-06-7312,B,Mandalay,2019,February,Member,Male,Fashion accessories,91,1,5,96,Cash,91,5,5,7
135-13-8269,B,Mandalay,2019,January,Member,Female,Food and beverages,79,2,8,166,Cash,158,5,8,9
816-57-2053,A,Yangon,2019,March,Normal,Male,Sports and travel,61,2,6,128,Ewallet,122,5,6,9
628-90-8624,B,Mandalay,2019,March,Member,Male,Health and beauty,83,10,41,867,Cash,826,5,41,5
856-66-2701,A,Yangon,2019,January,Member,Male,Home and lifestyle,53,3,8,168,Ewallet,160,5,8,8
308-39-1707,A,Yangon,2019,January,Normal,Female,Fashion accessories,12,1,1,13,Credit card,12,5,1,8
149-61-1929,A,Yangon,2019,January,Normal,Male,Sports and travel,64,10,32,674,Credit card,642,5,32,7
655-07-2265,A,Yangon,2019,March,Normal,Male,Electronic accessories,78,3,12,247,Ewallet,235,5,12,5
589-02-8023,A,Yangon,2019,January,Member,Male,Food and beverages,84,2,8,176,Credit card,168,5,8,7
420-04-7590,B,Mandalay,2019,March,Normal,Male,Home and lifestyle,100,3,15,314,Ewallet,299,5,15,5
182-88-2763,B,Mandalay,2019,March,Member,Male,Food and beverages,80,3,12,252,Credit card,240,5,12,5
188-55-0967,B,Mandalay,2019,January,Member,Male,Health and beauty,67,10,33,698,Credit card,665,5,33,5
610-46-4100,A,Yangon,2019,March,Normal,Male,Health and beauty,29,7,10,213,Credit card,203,5,10,6
318-81-2368,C,Naypyitaw,2019,March,Normal,Female,Electronic accessories,46,1,2,49,Cash,46,5,2,6
364-33-8584,B,Mandalay,2019,March,Member,Female,Food and beverages,18,5,4,93,Cash,88,5,4,9
665-63-9737,B,Mandalay,2019,February,Normal,Male,Fashion accessories,52,3,8,165,Ewallet,157,5,8,8
695-09-5146,B,Mandalay,2019,February,Member,Female,Food and beverages,99,3,15,311,Ewallet,296,5,15,6
155-45-3814,C,Naypyitaw,2019,March,Member,Female,Electronic accessories,89,8,35,744,Ewallet,708,5,35,5
794-32-2436,B,Mandalay,2019,March,Member,Male,Electronic accessories,56,2,6,117,Ewallet,111,5,6,6
131-15-8856,C,Naypyitaw,2019,March,Member,Female,Food and beverages,73,8,29,609,Credit card,580,5,29,4
273-84-2164,C,Naypyitaw,2019,February,Member,Male,Electronic accessories,12,5,3,63,Ewallet,60,5,3,6
706-36-6154,A,Yangon,2019,January,Member,Male,Home and lifestyle,19,9,9,183,Ewallet,174,5,9,9
778-89-7974,C,Naypyitaw,2019,March,Normal,Male,Health and beauty,70,6,21,442,Cash,421,5,21,7
574-31-8277,B,Mandalay,2019,March,Member,Male,Fashion accessories,34,1,2,35,Cash,34,5,2,6
859-71-0933,C,Naypyitaw,2019,January,Member,Female,Sports and travel,16,2,2,33,Cash,31,5,2,6
740-11-5257,C,Naypyitaw,2019,February,Normal,Male,Electronic accessories,25,10,12,260,Cash,247,5,12,7
369-82-2676,B,Mandalay,2019,January,Normal,Male,Electronic accessories,76,5,19,397,Ewallet,378,5,19,8
563-47-4072,B,Mandalay,2019,January,Normal,Female,Health and beauty,56,6,17,352,Cash,335,5,17,10
742-04-5161,A,Yangon,2019,February,Member,Male,Home and lifestyle,73,10,36,764,Cash,728,5,36,7
149-15-7606,B,Mandalay,2019,March,Member,Male,Sports and travel,37,9,17,353,Ewallet,336,5,17,5
133-77-3154,B,Mandalay,2019,February,Member,Male,Fashion accessories,60,4,12,253,Credit card,241,5,12,9
169-52-4504,A,Yangon,2019,March,Normal,Female,Electronic accessories,16,3,2,49,Credit card,47,5,2,6
250-81-7186,C,Naypyitaw,2019,February,Normal,Female,Electronic accessories,100,1,5,105,Credit card,100,5,5,8
562-12-5430,A,Yangon,2019,January,Member,Female,Fashion accessories,88,3,13,278,Ewallet,264,5,13,8
816-72-8853,A,Yangon,2019,January,Member,Female,Sports and travel,28,5,7,147,Cash,140,5,7,6
491-38-3499,A,Yangon,2019,February,Member,Male,Fashion accessories,56,1,3,58,Credit card,55,5,3,5
322-02-2271,B,Mandalay,2019,February,Normal,Female,Sports and travel,43,3,6,135,Cash,129,5,6,9
842-29-4695,C,Naypyitaw,2019,January,Member,Male,Sports and travel,17,7,6,126,Credit card,120,5,6,8
725-67-2480,B,Mandalay,2019,March,Member,Female,Fashion accessories,59,6,18,370,Credit card,353,5,18,6
641-51-2661,C,Naypyitaw,2019,February,Member,Female,Food and beverages,87,10,44,915,Credit card,871,5,44,10
714-02-3114,C,Naypyitaw,2019,February,Normal,Female,Sports and travel,99,2,10,207,Cash,198,5,10,8
518-17-2983,A,Yangon,2019,February,Normal,Female,Fashion accessories,49,4,10,204,Ewallet,195,5,10,8
779-42-2410,B,Mandalay,2019,February,Member,Male,Food and beverages,58,3,9,182,Ewallet,173,5,9,8
190-14-3147,B,Mandalay,2019,February,Normal,Female,Health and beauty,18,4,4,75,Ewallet,72,5,4,6
408-66-6712,C,Naypyitaw,2019,February,Member,Female,Health and beauty,48,6,14,301,Ewallet,286,5,14,4
679-22-6530,B,Mandalay,2019,January,Normal,Female,Sports and travel,41,2,4,85,Credit card,81,5,4,4
588-47-8641,A,Yangon,2019,January,Member,Male,Fashion accessories,56,10,28,588,Ewallet,560,5,28,4
642-61-4706,B,Mandalay,2019,March,Member,Male,Food and beverages,93,2,9,196,Cash,187,5,9,6
576-31-4774,B,Mandalay,2019,March,Normal,Female,Health and beauty,73,3,11,231,Ewallet,220,5,11,4
556-41-6224,C,Naypyitaw,2019,February,Normal,Male,Health and beauty,34,8,14,283,Credit card,269,5,13,9
811-03-8790,A,Yangon,2019,March,Normal,Female,Electronic accessories,46,10,23,478,Credit card,455,5,23,5
242-11-3142,B,Mandalay,2019,February,Member,Male,Fashion accessories,84,2,8,176,Cash,168,5,8,5
752-23-3760,B,Mandalay,2019,February,Member,Female,Sports and travel,64,7,22,471,Credit card,449,5,22,7
274-05-5470,A,Yangon,2019,February,Member,Female,Food and beverages,74,4,15,309,Cash,294,5,15,6
648-94-3045,C,Naypyitaw,2019,February,Normal,Male,Health and beauty,59,10,30,619,Ewallet,590,5,29,8
130-67-4723,A,Yangon,2019,January,Member,Male,Food and beverages,49,6,15,306,Ewallet,291,5,15,9
528-87-5606,B,Mandalay,2019,February,Member,Female,Electronic accessories,40,1,2,41,Cash,39,5,2,7
320-85-2052,B,Mandalay,2019,January,Normal,Female,Sports and travel,35,1,2,37,Credit card,35,5,2,7
370-96-0655,C,Naypyitaw,2019,January,Normal,Female,Fashion accessories,49,6,15,311,Ewallet,296,5,15,7
105-10-6182,A,Yangon,2019,February,Member,Male,Fashion accessories,22,2,2,45,Ewallet,43,5,2,7
510-79-0415,B,Mandalay,2019,January,Member,Female,Sports and travel,23,6,7,145,Ewallet,138,5,7,5
241-96-5076,B,Mandalay,2019,January,Member,Female,Home and lifestyle,49,2,5,103,Credit card,98,5,5,6
767-97-4650,B,Mandalay,2019,January,Member,Female,Sports and travel,65,2,7,136,Credit card,130,5,6,8
648-83-1321,A,Yangon,2019,January,Member,Male,Home and lifestyle,64,10,32,667,Cash,636,5,32,4
173-57-2300,C,Naypyitaw,2019,March,Member,Male,Sports and travel,73,2,7,153,Cash,146,5,7,6
305-03-2383,A,Yangon,2019,February,Normal,Female,Food and beverages,67,3,10,211,Cash,201,5,10,8
394-55-6384,C,Naypyitaw,2019,January,Member,Female,Sports and travel,70,9,32,663,Cash,632,5,32,7
266-20-6657,C,Naypyitaw,2019,March,Member,Male,Food and beverages,55,7,19,405,Ewallet,385,5,19,5
689-05-1884,A,Yangon,2019,March,Member,Male,Health and beauty,49,10,24,511,Cash,486,5,24,9
196-01-2849,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,73,7,26,539,Cash,514,5,26,10
372-62-5264,C,Naypyitaw,2019,January,Normal,Female,Food and beverages,53,9,24,497,Cash,473,5,24,8
800-09-8606,A,Yangon,2019,January,Member,Female,Home and lifestyle,87,5,22,459,Cash,437,5,22,7
182-52-7000,A,Yangon,2019,January,Member,Female,Sports and travel,27,4,5,114,Ewallet,108,5,5,7
826-58-8051,B,Mandalay,2019,January,Normal,Male,Home and lifestyle,62,4,12,261,Ewallet,249,5,12,4
868-06-0466,A,Yangon,2019,February,Member,Male,Electronic accessories,70,9,31,658,Credit card,626,5,31,8
751-41-9720,C,Naypyitaw,2019,January,Normal,Male,Home and lifestyle,98,10,49,1024,Ewallet,975,5,49,8
626-43-7888,C,Naypyitaw,2019,February,Normal,Female,Fashion accessories,60,8,24,507,Ewallet,483,5,24,10
176-64-7711,B,Mandalay,2019,March,Normal,Male,Food and beverages,32,3,5,102,Credit card,97,5,5,4
191-29-0321,B,Mandalay,2019,February,Member,Female,Fashion accessories,20,10,10,208,Credit card,198,5,10,5
729-06-2010,B,Mandalay,2019,January,Member,Male,Health and beauty,81,9,36,760,Cash,724,5,36,9
640-48-5028,B,Mandalay,2019,March,Member,Female,Home and lifestyle,88,9,40,835,Cash,796,5,40,6
186-79-9562,B,Mandalay,2019,March,Normal,Male,Health and beauty,72,7,25,528,Cash,502,5,25,9
834-45-5519,B,Mandalay,2019,January,Normal,Female,Electronic accessories,43,4,9,181,Ewallet,172,5,9,8
162-65-8559,C,Naypyitaw,2019,January,Member,Male,Food and beverages,69,1,3,72,Cash,69,5,3,5
760-27-5490,C,Naypyitaw,2019,January,Normal,Male,Fashion accessories,16,8,6,131,Ewallet,125,5,6,9
445-30-9252,A,Yangon,2019,January,Normal,Male,Sports and travel,26,3,4,81,Ewallet,77,5,4,6
786-94-2700,A,Yangon,2019,February,Member,Male,Food and beverages,81,6,24,508,Cash,484,5,24,9
728-88-7867,C,Naypyitaw,2019,March,Member,Female,Home and lifestyle,76,4,15,317,Ewallet,302,5,15,8
183-21-3799,C,Naypyitaw,2019,February,Normal,Female,Electronic accessories,78,9,35,734,Ewallet,699,5,35,7
268-20-3585,C,Naypyitaw,2019,February,Normal,Female,Health and beauty,14,9,6,131,Ewallet,125,5,6,6
735-32-9839,C,Naypyitaw,2019,January,Member,Male,Fashion accessories,99,8,40,829,Ewallet,790,5,39,9
258-92-7466,A,Yangon,2019,February,Normal,Female,Health and beauty,36,5,9,187,Credit card,178,5,9,7
857-16-3520,A,Yangon,2019,March,Member,Female,Fashion accessories,72,7,25,525,Ewallet,500,5,25,5
482-17-1179,A,Yangon,2019,January,Member,Male,Electronic accessories,12,3,2,38,Credit card,36,5,2,8
788-21-5741,A,Yangon,2019,February,Normal,Male,Fashion accessories,45,3,7,143,Credit card,136,5,7,7
821-14-9046,B,Mandalay,2019,January,Member,Female,Fashion accessories,18,6,5,110,Credit card,105,5,5,6
418-05-0656,B,Mandalay,2019,February,Normal,Female,Fashion accessories,26,7,9,188,Cash,179,5,9,7
678-79-0726,C,Naypyitaw,2019,January,Member,Female,Sports and travel,91,9,41,856,Cash,816,5,41,5
776-68-1096,B,Mandalay,2019,March,Normal,Male,Home and lifestyle,44,3,7,139,Credit card,132,5,7,8
592-46-1692,C,Naypyitaw,2019,January,Member,Female,Food and beverages,37,7,13,270,Cash,257,5,13,7
434-35-9162,B,Mandalay,2019,February,Member,Male,Food and beverages,23,4,5,98,Ewallet,93,5,5,7
149-14-0304,C,Naypyitaw,2019,February,Member,Female,Health and beauty,29,8,11,239,Cash,228,5,11,7
442-44-6497,C,Naypyitaw,2019,January,Member,Male,Home and lifestyle,56,3,8,175,Credit card,167,5,8,6
174-64-0215,B,Mandalay,2019,March,Normal,Male,Sports and travel,70,10,35,732,Credit card,697,5,35,9
210-74-9613,C,Naypyitaw,2019,March,Normal,Male,Fashion accessories,97,4,20,408,Ewallet,389,5,19,7
299-29-0180,B,Mandalay,2019,March,Member,Female,Home and lifestyle,52,7,18,384,Cash,365,5,18,9
247-11-2470,A,Yangon,2019,March,Member,Female,Fashion accessories,22,4,5,94,Credit card,89,5,4,4
635-28-5728,A,Yangon,2019,February,Normal,Male,Health and beauty,56,3,8,176,Ewallet,168,5,8,5
756-49-0168,A,Yangon,2019,February,Member,Male,Fashion accessories,20,1,1,21,Ewallet,20,5,1,10
438-23-1242,B,Mandalay,2019,January,Normal,Male,Electronic accessories,76,7,27,558,Ewallet,531,5,27,9
238-45-6950,B,Mandalay,2019,March,Member,Male,Food and beverages,54,1,3,56,Ewallet,54,5,3,6
607-65-2441,C,Naypyitaw,2019,March,Member,Male,Health and beauty,82,10,41,860,Credit card,820,5,41,6
386-27-7606,C,Naypyitaw,2019,March,Member,Female,Home and lifestyle,81,7,28,597,Credit card,568,5,28,8
137-63-5492,C,Naypyitaw,2019,January,Normal,Male,Electronic accessories,59,10,29,617,Ewallet,588,5,29,9
197-77-7132,B,Mandalay,2019,January,Member,Male,Electronic accessories,92,8,37,769,Ewallet,732,5,37,6
805-86-0265,A,Yangon,2019,March,Normal,Male,Home and lifestyle,94,9,42,888,Cash,846,5,42,10
733-29-1227,C,Naypyitaw,2019,March,Normal,Male,Home and lifestyle,56,7,20,409,Cash,389,5,19,9
451-73-2711,C,Naypyitaw,2019,January,Normal,Male,Food and beverages,85,1,4,89,Ewallet,85,5,4,9
373-14-0504,A,Yangon,2019,February,Member,Female,Sports and travel,72,2,7,150,Ewallet,143,5,7,9
546-80-2899,A,Yangon,2019,February,Member,Male,Home and lifestyle,38,2,4,79,Ewallet,75,5,4,10
345-68-9016,C,Naypyitaw,2019,January,Member,Female,Sports and travel,32,8,13,266,Credit card,253,5,13,6
390-17-5806,C,Naypyitaw,2019,February,Member,Female,Food and beverages,38,1,2,40,Cash,38,5,2,9
457-13-1708,B,Mandalay,2019,January,Member,Male,Fashion accessories,65,10,33,685,Credit card,652,5,33,5
664-14-2882,C,Naypyitaw,2019,January,Member,Female,Home and lifestyle,11,5,3,55,Credit card,53,5,3,6
